area_geografica,visualizaciones,tiempo_de_visualizacion_(horas),duracion_media_de_las_visualizaciones,fecha_publicacion,nombre_video
AR,124,5.5252,0:02:40,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
ES,14,0.4927,0:02:06,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
US,10,0.3754,0:02:15,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
VE,0,0.0,,20210805,🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL
Total,1811,142.3578,0:04:42,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
MX,265,19.9292,0:04:30,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
PE,164,10.5379,0:03:51,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
CO,155,10.0033,0:03:52,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
AR,92,5.4636,0:03:33,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
ES,44,2.8817,0:03:55,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
US,18,1.1917,0:03:58,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
GT,10,0.3475,0:02:05,20210916,✒️APRENDE a ILUSTRAR ASÍ en CorelDRAW ✍️ TRUCOS & CONSEJOS CLAVE
Total,1018,35.7847,0:02:06,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
MX,84,3.041,0:02:10,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
CO,63,1.9891,0:01:53,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
PE,56,1.4943,0:01:36,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
AR,27,1.1229,0:02:29,20210819,Tips BÁSICOS para CREAR LOGOS EFICIENTES ▶ TUTORIAL CorelDRAW
Total,962,44.1079,0:02:45,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
MX,128,4.7407,0:02:13,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
CO,70,3.9468,0:03:22,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
PE,50,1.7023,0:02:02,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
AR,35,1.6405,0:02:48,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
ES,0,0.0,,20210921,🖱 EFECTO de PROYECCIÓN BÁSICA ▶ Tips para DISEÑAR en CorelDRAW
Total,5936,243.6507,0:02:27,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
PE,90,3.0289,0:02:01,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
MX,89,3.0317,0:02:02,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
CO,51,2.5805,0:03:02,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
AR,25,0.5452,0:01:18,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
ES,14,0.4536,0:01:56,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
VE,10,0.2465,0:01:28,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
HN,0,0.0,,20210520,👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶
Total,939,47.1552,0:03:00,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
MX,115,5.6134,0:02:55,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
CO,69,3.4122,0:02:58,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
PE,46,2.6836,0:03:30,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
AR,37,2.0025,0:03:14,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
DE,0,0.0,,20210701,🔥 CorelDRAW BEST Techniques for BEGINNERS & EXPERTS Tutorial ▶ SnowFlake ❄ (2021) 👉🏼
Total,476,2.4621,0:00:18,20210810,Quieres saber CÓMO se HACE este logo
MX,12,0.0757,0:00:22,20210810,Quieres saber CÓMO se HACE este logo
Total,1187,12.2984,0:00:37,20210819,Speedrun LOGO MAKER Tutorial (1min)
MX,84,0.7487,0:00:32,20210819,Speedrun LOGO MAKER Tutorial (1min)
CO,26,0.1934,0:00:26,20210819,Speedrun LOGO MAKER Tutorial (1min)
AR,24,0.2235,0:00:33,20210819,Speedrun LOGO MAKER Tutorial (1min)
PE,20,0.2052,0:00:36,20210819,Speedrun LOGO MAKER Tutorial (1min)
PY,12,0.2025,0:01:00,20210819,Speedrun LOGO MAKER Tutorial (1min)
Total,1697,80.1163,0:02:49,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
MX,172,7.7884,0:02:43,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
PE,92,5.78,0:03:46,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
CO,80,4.2485,0:03:11,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
AR,50,3.7483,0:04:29,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
ID,21,0.3386,0:00:58,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
ES,15,0.6346,0:02:32,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
VE,0,0.0,,20210722,🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)
Total,1486,66.1176,0:02:40,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
MX,205,9.9462,0:02:54,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
CO,150,7.0039,0:02:48,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
PE,140,6.7711,0:02:54,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
AR,28,1.4728,0:03:09,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
ES,13,0.2362,0:01:05,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
VE,12,0.7641,0:03:49,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
BR,0,0.0,,20210812,🔥 CorelDRAW KEY Techniques for Beginners & Experts ▶ LOGO TUTORIAL
Total,1759,101.0199,0:03:26,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
MX,350,19.394,0:03:19,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
PE,174,9.8747,0:03:24,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
CO,159,9.2985,0:03:30,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
AR,96,4.1483,0:02:35,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
ES,41,1.6633,0:02:26,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
US,32,1.7504,0:03:16,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
VE,17,0.7664,0:02:42,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
BO,11,1.1929,0:06:30,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
CL,11,0.7555,0:04:07,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
IN,10,0.1013,0:00:36,20211026,🐝 ESTA es la FORMA INTELIGENTE 😱 de usar la GEOMETRÍA para DISEÑAR ▶ CorelDRAW
Total,584,5.8118,0:00:35,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
MX,74,0.7323,0:00:35,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
CO,46,0.5403,0:00:42,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
PE,42,0.4707,0:00:40,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
AR,12,0.0964,0:00:28,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
ES,10,0.0846,0:00:30,20210924,😊  Te ENSEÑO archivo de Trabajo en CorelDRAW
Total,1609,70.5007,0:02:37,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
MX,164,6.7154,0:02:27,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
CO,85,4.0099,0:02:49,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
PE,83,4.261,0:03:04,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
AR,55,2.1933,0:02:23,20210706,🔥 CorelDRAW Best Geometry Tricks Logo TUTORIAL ▶▶ MICROSOFT EDGE 👉🏼
Total,3674,234.8777,0:03:50,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
MX,614,33.6147,0:03:17,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
PE,401,24.4291,0:03:39,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
CO,281,20.8397,0:04:26,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
AR,133,7.2932,0:03:17,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
US,94,3.8992,0:02:29,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
ES,55,3.4073,0:03:43,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
BO,46,1.568,0:02:02,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
EC,42,1.9505,0:02:47,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
ID,41,0.6691,0:00:58,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
VE,33,2.4057,0:04:22,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
BR,21,1.5496,0:04:25,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
CL,12,0.4841,0:02:25,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
HN,12,0.2605,0:01:18,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
SV,11,0.7523,0:04:06,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
DO,10,0.5602,0:03:21,20220217,😎 DOMINA estas TÉCNICAS de DISEÑO para CREAR LOGOS en CorelDRAW ▶ TUTORIAL
Total,2699,242.7542,0:05:23,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
MX,297,16.8578,0:03:24,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
PE,194,13.8666,0:04:17,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
CO,161,13.9203,0:05:11,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
AR,63,6.6418,0:06:19,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
ES,29,3.3563,0:06:56,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
VE,23,2.7265,0:07:06,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
BO,21,0.9423,0:02:41,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
US,14,0.506,0:02:10,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
DO,10,1.1034,0:06:37,20220322,✨✔ CONOCE el PASO a PASO para CREAR este LOGO en CorelDRAW ▶ TUTORIAL
Total,1575,13.1204,0:00:29,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
MX,179,1.9196,0:00:38,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
AR,47,0.2484,0:00:19,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
CO,38,0.2332,0:00:22,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
PE,26,0.1705,0:00:23,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
CL,12,0.0534,0:00:16,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
ES,12,0.1059,0:00:31,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
EC,10,0.0715,0:00:25,20220225,🏃🏼_♂️🚴🏼_♂️Así CREAS LOGOS en CorelDRAW como un PRO
Total,891,34.521,0:02:19,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
MX,89,3.4486,0:02:19,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
PE,52,1.504,0:01:44,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
CO,50,2.4172,0:02:54,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
AR,27,1.67,0:03:42,20210708,🔥 CorelDRAW BEST Techniques for Beginner & Experts TUTORIAL ▶ S Loop (2021) 👉🏼
Total,1796,89.6495,0:02:59,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
MX,304,15.7767,0:03:06,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
PE,180,10.9829,0:03:39,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
CO,178,7.9979,0:02:41,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
AR,106,4.2614,0:02:24,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
ES,40,2.0643,0:03:05,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
US,30,1.1007,0:02:12,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
VE,10,0.78,0:04:40,20211021,✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW
Total,1430,78.4329,0:03:17,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
MX,106,6.4911,0:03:40,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
CO,75,4.6889,0:03:45,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
PE,59,3.6936,0:03:45,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
AR,51,2.9413,0:03:27,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
ES,11,0.4108,0:02:14,20210729,🔥 CorelDRAW AMAZING Techniques for Beginners & Experts ▶ LOGO TUTORIAL
